Resolution,Target Colors,Algorithm,Time Taken (ms),SSIM,Tradeoff Score,Rank,Resolution Normalized,Speed % Behind Best,Accuracy % Behind Best,Tradeoff % Behind Best,Speed Rank,Accuracy Rank,Tradeoff Rank
"(3840, 2160)",16,Octree-Baseline,37.85721009990084,0.7343213361483348,0.5222054544402164,3,3840x2160,1359.2341269685294,21.391172460478273,9.259558477020233,2.0,7.0,3.0
"(3840, 2160)",16,Median-Cut,456.8469522993837,0.9207707041889563,0.7167783964017892,4,3840x2160,17509.50323168613,1.4318365462656892,49.96950041564875,5.0,4.0,4.0
"(3840, 2160)",16,Octree-SOM,998.7461782995524,0.9318897932693068,0.8317348278636886,5,3840x2160,38397.409178018635,0.24154217119215418,74.02150684113676,6.0,2.0,5.0
"(3840, 2160)",16,K-Means,2021.0299311998824,0.9341461501625172,0.9358125989234496,6,3840x2160,77802.09155532706,0.0,95.79740216465778,7.0,1.0,6.0
"(3840, 2160)",16,Uniform,2.5943205000658054,0.416366787026276,1.0,7,3840x2160,0.0,55.42808938902773,109.22714910004562,1.0,8.0,7.0
"(3840, 2160)",16,SOM,3120.920486300384,0.9312713923793984,1.0000154127346113,8,3840x2160,120198.18544860673,0.30774175782009267,109.23037386256817,8.0,3.0,8.0
"(3840, 2160)",32,Octree-K-Means,100.21599009996862,0.9295265490409144,0.4791045124664381,1,3840x2160,3874.055938651159,3.181083965172792,0.0,4.0,5.0,1.0
"(3840, 2160)",32,Octree-Euclidean,64.15586169932794,0.8064824760463052,0.500689445228518,2,3840x2160,2444.0948388691963,15.997279246673946,4.505266011993981,3.0,6.0,2.0
"(3840, 2160)",32,Octree-Baseline,37.40588370005753,0.7407926997519191,0.5265337540622035,3,3840x2160,1383.3269033257275,22.839486112045368,9.899560609771521,2.0,7.0,3.0
"(3840, 2160)",32,Median-Cut,459.5249292007793,0.9394597887382145,0.6914991027528513,4,3840x2160,18122.419117218124,2.146443802179042,44.331577925034,5.0,4.0,4.0
"(3840, 2160)",32,Octree-SOM,466.5676780990907,0.9515120447926328,0.6927885839741128,5,3840x2160,18401.69868184493,0.8910881932758146,44.600721960982064,6.0,3.0,5.0
"(3840, 2160)",32,K-Means,3625.550929399833,0.9600670892726684,0.9828383950426368,6,3840x2160,143670.89112716503,0.0,105.14070927509496,7.0,1.0,6.0
"(3840, 2160)",32,Uniform,2.5217558999429457,0.416366787026276,1.0,7,3840x2160,0.0,56.631490478263466,108.72272624859723,1.0,8.0,7.0
"(3840, 2160)",32,SOM,4092.54856309999,0.9578275487256696,1.0000084833399934,8,3840x2160,162189.6396591194,0.23326917170918335,108.72449691444834,8.0,2.0,8.0
"(3840, 2160)",64,Octree-Baseline,50.26119619992642,0.8893702535420089,0.410877771361629,1,3840x2160,1886.3331283029165,8.845375282485096,0.0,2.0,7.0,1.0
"(3840, 2160)",64,Octree-Euclidean,112.97287950037573,0.9263333560182028,0.4733014073971489,2,3840x2160,4364.712146100858,5.056899424209332,15.192750834062153,3.0,6.0,2.0
"(3840, 2160)",64,Octree-K-Means,128.6484340998868,0.9667360453213104,0.47510467654179,3,3840x2160,4984.213386812983,0.9158884489314514,15.631632971361812,4.0,4.0,3.0
"(3840, 2160)",64,Octree-SOM,273.87322209942795,0.9701321236653108,0.5737374898907209,4,3840x2160,10723.527793633226,0.5678126664035963,39.6370234362844,5.0,3.0,4.0
"(3840, 2160)",64,Median-Cut,456.84077789956063,0.953445717002172,0.6430824663664072,5,3840x2160,17954.44438472996,2.278060036612513,56.51429967487973,6.0,5.0,5.0
"(3840, 2160)",64,SOM,6314.450842799488,0.975672113508379,0.9864087788905496,6,3840x2160,249448.43585897898,0.0,140.07353223846565,7.0,1.0,6.0
"(3840, 2160)",64,Uniform,2.5303507998614805,0.5672131459182138,1.0,7,3840x2160,0.0,41.864368360535025,143.38138242087143,1.0,8.0,7.0
"(3840, 2160)",64,K-Means,7000.967356799811,0.9756118451286632,1.0000000108855949,8,3840x2160,276579.714021592,0.00617711410231125,143.38138507022256,8.0,2.0,8.0
"(3840, 2160)",128,Octree-Baseline,43.49252159995558,0.9182096162983616,0.3687336929234437,1,3840x2160,1523.5363814987784,6.754401351182566,0.0,2.0,7.0,1.0
"(3840, 2160)",128,Octree-K-Means,175.42273649996787,0.9792176962449236,0.4696990276051505,2,3840x2160,6448.371636609416,0.5589370083395295,27.38164063099846,4.0,3.0,2.0
"(3840, 2160)",128,Octree-Euclidean,155.67790919958497,0.9437604366439027,0.4731934369836493,3,3840x2160,5711.315143002601,4.159676250509912,28.329318981407393,3.0,6.0,3.0
"(3840, 2160)",128,Octree-SOM,227.13172499970824,0.9749418162768788,0.5015086920727679,4,3840x2160,8378.621274742978,0.9931591949663224,36.008371813446104,5.0,4.0,4.0
"(3840, 2160)",128,Median-Cut,458.86618490076216,0.9607779712806244,0.5904752234391231,5,3840x2160,17029.05846844929,2.4315194369000683,60.13595577817653,6.0,5.0,5.0
"(3840, 2160)",128,SOM,8321.59877869999,0.9847216700881856,0.936755515564131,6,3840x2160,310537.73431497323,0.0,154.04662864877378,7.0,1.0,6.0
"(3840, 2160)",128,Uniform,2.67887569971208,0.6696877252140023,1.0,7,3840x2160,0.0,31.992181592385467,171.1984337725328,1.0,8.0,7.0
"(3840, 2160)",128,K-Means,14018.707912699392,0.9845507234445328,1.0000001472232587,8,3840x2160,523205.65073273436,0.01735989456162714,171.19847369924997,8.0,2.0,8.0
"(3840, 2160)",256,Octree-Baseline,63.54863040014607,0.9606651446281026,0.343423360095887,1,3840x2160,2428.1137040783474,2.89352319319828,0.0,2.0,7.0,1.0
"(3840, 2160)",256,Octree-Euclidean,278.40350910046254,0.9722629975444916,0.4911926794672191,2,3840x2160,10975.545172076005,1.7211827147998258,43.028324960210504,3.0,5.0,2.0
"(3840, 2160)",256,Octree-K-Means,309.17445729974133,0.9855501679252135,0.4982303343333179,3,3840x2160,12199.685729319279,0.3780817293850892,45.07759000267408,4.0,3.0,3.0
"(3840, 2160)",256,Octree-SOM,329.2200596002658,0.9824544294220446,0.5057123315860486,4,3840x2160,12997.146847888784,0.6910068530235354,47.25624123089617,5.0,4.0,4.0
"(3840, 2160)",256,Median-Cut,467.78365160025714,0.9674664054833756,0.5509525722652007,5,3840x2160,18509.531829527878,2.2060344431455747,60.429556134844645,6.0,6.0,5.0
"(3840, 2160)",256,SOM,18048.780459499903,0.989290494535596,0.9496878505042292,6,3840x2160,717922.8579947227,0.0,176.53560032697476,7.0,1.0,6.0
"(3840, 2160)",256,Uniform,2.513677699607797,0.7407804147812319,1.0,7,3840x2160,0.0,25.120031085613792,191.18578297084707,1.0,8.0,7.0
"(3840, 2160)",256,K-Means,28381.86966590074,0.9888900133904328,1.0000012985116582,8,3840x2160,1128997.4045848874,0.04048165300033751,191.18616107898097,8.0,2.0,8.0
